Timestamp,Lat,Long,SSID,BSSID,Canal,Señal,Seguridad
2026-03-18 00:51:23,19.5308647,-99.0412674,TOTALPLAY_ECBA0B,34:6B:46:EC:BA:0B,11,-47,WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,IZZI-29A4,94:04:E3:EF:29:A8,1,-58,WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,Home,18:A6:F7:BF:71:72,7,-60,WPA_WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,Mega_2.4G_D834,F4:E8:4F:FF:D8:34,3,-63,WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,,A2:31:DB:A0:CC:C7,4,-63,OPEN
2026-03-18 00:51:23,19.5308647,-99.0412674,Mega_2.4G_8B54,48:96:D9:26:8B:54,11,-64,WPA_WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,Hogar,A2:31:DB:A0:CC:C4,4,-65,WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,,A2:31:DB:A0:CC:C6,4,-65,WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,Club_Totalplay_WiFi,3C:A3:7E:7F:5D:23,8,-68,OPEN
2026-03-18 00:51:23,19.5308647,-99.0412674,Totalplay-1BAA,3C:A3:7E:7F:5D:20,8,-68,WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,TOTALPLAY_E14025,3C:17:10:E1:40:25,11,-68,WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,Club_Totalplay_WiFi,BC:47:32:02:FF:89,6,-69,OPEN
2026-03-18 00:51:23,19.5308647,-99.0412674,,3C:A3:7E:7F:5D:22,8,-69,WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,ARRIS-FEF2,90:C7:92:49:FE:F0,1,-70,WPA_WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,TOTALPLAY_858582_2.4G,B0:5B:99:85:85:85,1,-75,WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,Ariadnazashyd_2.4G,BC:47:32:02:FF:88,6,-75,WPA_WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,,8A:69:3D:8B:03:92,4,-76,WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,IZZI-6D3E,18:9C:27:3F:75:52,11,-78,WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,,1A:9C:27:2F:75:52,11,-78,UNKNOWN
2026-03-18 00:51:23,19.5308647,-99.0412674,Totalplay-36B5,8A:69:3D:8B:03:90,4,-79,WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,Totalplay-E2A1,AC:8D:34:BF:4F:0C,5,-79,WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,IZZI-D087,70:54:25:73:7A:49,6,-79,WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,,A4:BD:C4:84:54:26,9,-80,WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,Nettowifi1WLAN,F4:1D:6B:2F:2A:88,2,-81,WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,Mega-2.4G-6AB2,E8:F9:D4:DF:F0:C4,9,-83,WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,,B2:A4:F0:05:30:36,4,-84,WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,Totalplay-6DB5,B2:A4:F0:05:30:34,4,-85,WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,ZTE Blade L9,6A:CC:48:23:CF:47,10,-89,WPA2_WPA3_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,INFINITUMB76E,30:23:64:16:41:A9,11,-90,WPA2_PSK
2026-03-18 00:51:23,19.5308647,-99.0412674,Club_Totalplay_WiFi,52:42:89:3C:A3:52,6,-91,OPEN
2026-03-18 00:51:40,19.5308685,-99.0412903,TOTALPLAY_ECBA0B,34:6B:46:EC:BA:0B,11,-47,WPA2_PSK
2026-03-18 00:51:40,19.5308685,-99.0412903,IZZI-29A4,94:04:E3:EF:29:A8,1,-58,WPA2_PSK
2026-03-18 00:51:40,19.5308685,-99.0412903,,A2:31:DB:A0:CC:C7,4,-60,OPEN
2026-03-18 00:51:40,19.5308685,-99.0412903,Home,18:A6:F7:BF:71:72,7,-61,WPA_WPA2_PSK
2026-03-18 00:51:40,19.5308685,-99.0412903,Mega_2.4G_D834,F4:E8:4F:FF:D8:34,3,-63,WPA2_PSK
2026-03-18 00:51:40,19.5308685,-99.0412903,Mega_2.4G_8B54,48:96:D9:26:8B:54,11,-64,WPA_WPA2_PSK
2026-03-18 00:51:40,19.5308685,-99.0412903,Hogar,A2:31:DB:A0:CC:C4,4,-65,WPA2_PSK
2026-03-18 00:51:40,19.5308685,-99.0412903,Club_Totalplay_WiFi,3C:A3:7E:7F:5D:23,8,-66,OPEN
2026-03-18 00:51:40,19.5308685,-99.0412903,,A2:31:DB:A0:CC:C6,4,-67,WPA2_PSK
2026-03-18 00:51:40,19.5308685,-99.0412903,Totalplay-1BAA,3C:A3:7E:7F:5D:20,8,-67,WPA2_PSK
2026-03-18 00:51:40,19.5308685,-99.0412903,TOTALPLAY_E14025,3C:17:10:E1:40:25,11,-67,WPA2_PSK
2026-03-18 00:51:40,19.5308685,-99.0412903,,A4:BD:C4:84:54:26,9,-70,WPA2_PSK
